Date/Time	Event	Latitude	Longitude	Elevation [m]	Diff	TTT [°C]	RH [%]	ff [m/s]	SWD [W/m**2]	LWD [W/m**2]	Precip [mm/h]	PPPP [hPa]	Clouds [octa]	t2m_an	PDD
2013-07-24	PG05	-62.22706899999999	-58.5988	247.9	0.14	-6.696066666666665	92.84286111111109	10.739152777777779	13.966944444444445	259.7	164.0	959.5163888888889	6.268055555555555	-0.5726136275371138	0.0
2013-08-01	PG05	-62.22706899999999	-58.5988	247.9	0.07	-11.938455555555556	87.98388888888888	10.338009259259259	24.01296296296296	238.74537037037032	14.8	956.5708333333334	6.115740740740741	-1.7450258862327432	0.0
2013-08-24	PG05	-62.22706899999999	-58.5988	247.9	0.05	-9.538577083333331	87.0348263888889	10.604583333333332	39.86371527777777	242.8090277777778	58.900000000000006	955.0828124999998	6.625	-1.2083150469860546	0.0
2013-09-12	PG05	-62.22706899999999	-58.5988	247.9	0.06	-8.4979625	87.81518750000001	8.425020833333331	71.854375	242.25833333333335	34.8	971.3233333333335	6.929166666666665	-0.9755911266635339	0.0
2013-09-27	PG05	-62.22706899999999	-58.5988	247.9	0.04	-4.90493125	90.32671875	8.050755208333332	111.51640625	252.73697916666666	23.1	985.1664062499999	6.328125	-0.1720425970409418	0.0
2013-10-10	PG05	-62.22706899999999	-58.5988	247.9	0.05	-1.0492690476190476	93.21297619047618	6.912678571428573	145.39791666666667	276.8035714285714	14.100000000000001	979.9931547619046	6.767857142857143	0.6902409395814072	2.0
2013-10-20	PG05	-62.22706899999999	-58.5988	247.9	-0.06	-5.415930303030304	88.67034090909091	9.668522727272727	145.06439393939394	264.05303030303025	52.699999999999996	953.7829545454543	7.454545454545454	-0.2863228548875823	1.0
2013-10-27	PG05	-62.22706899999999	-58.5988	247.9	0.14	-6.4281604166666675	89.18036458333334	7.049010416666667	169.90625	262.6614583333333	13.500000000000002	957.09375	7.463541666666666	-0.5126988485425802	0.0
2013-11-06	PG05	-62.22706899999999	-58.5988	247.9	-0.13	-3.3596424242424248	88.83647727272727	12.172462121212119	205.4825757575758	269.92803030303025	0.0	959.0465909090909	6.825757575757574	0.17354709516663966	2.0
2013-11-26	PG05	-62.22706899999999	-58.5988	247.9	-0.08	-3.158296825396825	87.04492063492063	6.796805555555555	254.11289682539686	262.3888888888889	6.8999999999999995	961.0140873015874	6.317460317460317	0.2185761941755506	3.0
2013-12-16	PG05	-62.22706899999999	-58.5988	247.9	0.11	-3.254427777777778	85.51023809523808	5.688412698412698	272.3954365079365	265.7936507936508	77.20000000000002	961.5892857142857	6.190476190476191	0.1970773871621317	0.0
2014-01-03	PG05	-62.22706899999999	-58.5988	247.9	0.0	-2.3147640350877197	87.30967105263157	4.655877192982457	260.0592105263158	275.0021929824561	50.0	969.3874999999998	7.296052631578948	0.4072245766078839	0.0
2014-01-21	PG05	-62.22706899999999	-58.5988	247.9	-0.27	-1.1844350877192982	86.02570175438596	5.908157894736842	268.8600877192983	274.436403508772	54.099999999999994	971.0153508771929	6.521929824561403	0.6600122927313512	8.0
2014-01-31	PG05	-62.22706899999999	-58.5988	247.9	0.0	-1.7057030303030303	91.24181818181819	5.7796590909090915	229.2098484848485	275.79545454545456	29.199999999999996	966.3871212121212	6.825757575757575	0.5434354917913227	0.0
2014-02-10	PG05	-62.22706899999999	-58.5988	247.9	0.44	-3.5652484848484844	90.46492424242425	5.6037878787878785	195.7583333333333	271.44318181818187	74.8	964.9621212121212	7.049242424242423	0.12756518290759836	0.0
2014-02-18	PG05	-62.22706899999999	-58.5988	247.9	-0.32	-0.9293814814814811	92.04416666666667	7.058194444444444	200.8375	283.2546296296296	62.5	975.1643518518517	6.726851851851852	0.7170526956689369	5.0
2014-02-28	PG05	-62.22706899999999	-58.5988	247.9	-0.05	-0.7702863636363637	92.85833333333333	9.43651515151515	171.98068181818184	281.2689393939394	0.0	967.6041666666667	6.625	0.7526328615844373	2.0
2014-03-10	PG05	-62.22706899999999	-58.5988	247.9	-0.15	0.018501515151515022	92.72155303030303	10.065227272727272	150.37462121212124	279.60227272727275	19.0	960.9265151515151	6.5227272727272725	0.9290380459768977	5.0
2014-03-23	PG05	-62.22706899999999	-58.5988	247.9	0.22	-4.0481678571428565	91.85803571428572	7.081815476190476	96.76011904761904	273.9761904761905	93.50000000000001	962.1467261904762	7.476190476190476	0.019564688468979758	1.0
2014-04-09	PG05	-62.22706899999999	-58.5988	247.9	0.06	-2.1327148148148147	91.9589351851852	7.4304398148148145	82.57384259259258	267.25231481481484	24.6	972.0812500000001	5.814814814814815	0.4479382172891977	3.0
2014-04-30	PG05	-62.22706899999999	-58.5988	247.9	-0.07	-2.4478999999999993	90.52524621212122	8.20371212121212	43.1375	265.4431818181818	37.8	973.9299242424245	6.219696969696969	0.3774499374796692	3.0
2014-05-09	PG05	-62.22706899999999	-58.5988	247.9	0.08	-0.6158166666666667	88.56775	9.035375	32.4625	268.12916666666666	29.200000000000003	968.5704166666668	5.5875	0.7871785944864952	4.0
2014-05-22	PG05	-62.22706899999999	-58.5988	247.9	0.17	-4.835786904761904	92.68851190476188	8.55702380952381	19.76904761904762	259.0595238095238	101.40000000000002	977.1925595238096	6.601190476190475	-0.1565790975381785	0.0
2014-06-05	PG05	-62.22706899999999	-58.5988	247.9	0.18	-7.345205555555555	92.36188888888888	6.310083333333334	12.681666666666667	248.91388888888886	65.7	976.6016666666668	5.966666666666667	-0.7177875944174489	0.0
2014-06-19	PG05	-62.22706899999999	-58.5988	247.9	0.21	-6.795538888888888	92.11808333333333	7.1081666666666665	9.508611111111112	246.69722222222222	66.3	973.2897222222222	5.444444444444445	-0.5948596789470365	0.0
2014-07-31	PG05	-62.22706899999999	-58.5988	247.9	0.38	-4.575952325581396	90.64277131782946	12.027054263565894	16.50610465116279	265.0988372093023	75.30000000000001	963.2048449612404	5.8187984496124034	-0.0984694737920439	0.0
2014-08-30	PG05	-62.22706899999999	-58.5988	247.9	0.01	-7.193612365591397	92.443373655914	10.50809139784946	53.25255376344085	258.1814516129032	78.1	968.6100806451614	6.170698924731183	-0.6838851659605585	0.0
2014-09-10	PG05	-62.22706899999999	-58.5988	247.9	0.04	-3.2819625	93.61034722222223	4.722777777777777	72.71875000000001	262.4930555555556	15.100000000000001	987.5541666666667	6.0625	0.19091949873429423	1.0
2014-09-29	PG05	-62.22706899999999	-58.5988	247.9	-0.01	-7.355920833333333	91.37575000000001	8.028604166666666	127.27333333333334	254.38125000000005	42.7	966.8820833333332	6.322916666666666	-0.7201839681486353	0.0
2014-10-31	PG05	-62.22706899999999	-58.5988	247.9	0.02	-3.684995959595959	94.34574494949494	10.758106060606062	182.26893939393943	275.3674242424243	80.9	958.3845959595959	6.890151515151516	0.10078475697633163	3.0
2014-11-15	PG05	-62.22706899999999	-58.5988	247.9	0.17	-3.1982645833333336	94.85950520833332	10.602135416666664	245.66015625000003	276.5885416666667	30.900000000000002	954.8536458333334	6.841145833333333	0.20963777118738647	0.0
2014-11-30	PG05	-62.22706899999999	-58.5988	247.9	0.02	-3.927014583333334	94.07250000000002	9.78515625	259.90312499999993	280.17187500000006	10.4	956.3018229166664	7.606770833333334	0.04665950848442102	0.0
2014-12-12	PG05	-62.22706899999999	-58.5988	247.9	0.11	-2.346553846153846	92.0165705128205	6.578942307692307	261.99711538461537	271.38461538461536	5.6	957.1384615384615	6.5160256410256405	0.40011507653349226	0.0
2014-12-30	PG05	-62.22706899999999	-58.5988	247.9	0.03	-1.5371324561403512	93.77302631578948	4.674385964912281	249.94868421052624	278.3684210526316	4.6	965.116447368421	7.12938596491228	0.5811347567242559	0.0
2015-01-14	PG05	-62.22706899999999	-58.5988	247.9	0.02	-1.783264583333333	92.6296354166667	4.968854166666666	249.5114583333333	282.46875	9.5	971.43359375	7.466145833333334	0.5260895608610686	0.0
2015-01-26	PG05	-62.22706899999999	-58.5988	247.9	-0.07	-0.7081243589743589	92.55858974358974	7.083557692307691	254.09262820512822	281.61538461538464	32.800000000000004	968.0711538461538	6.804487179487179	0.7665348245702995	6.0
2015-02-06	PG05	-62.22706899999999	-58.5988	247.9	-0.47	1.1609888888888886	94.3304861111111	8.009479166666667	239.82569444444448	295.07291666666663	34.8	969.4045138888888	7.322916666666665	1.1845448827958216	11.0
2015-02-24	PG05	-62.22706899999999	-58.5988	247.9	-0.22	-0.03485175438596489	93.6614692982456	4.017938596491227	185.11271929824562	285.3486842105263	0.0	965.3916666666668	7.390350877192982	0.9171060759203055	8.0
2015-03-14	PG05	-62.22706899999999	-58.5988	247.9	0.0	-1.4686894736842107	91.1754605263158	1.748640350877193	131.9453947368421	277.0570175438596	28.600000000000005	964.1074561403509	7.217105263157895	0.5964414028647858	4.0
2015-03-29	PG05	-62.22706899999999	-58.5988	247.9	-0.17	-0.7301916666666667	92.10888020833335	5.64	108.44999999999999	272.69010416666663	6.400000000000001	970.1013020833335	6.309895833333333	0.761599673324709	3.0
2015-04-13	PG05	-62.22706899999999	-58.5988	247.9	-0.06	-1.97055625	91.70109375	6.694687500000001	66.64765625	268.5442708333333	4.5	967.3791666666666	6.682291666666667	0.48420349506062094	4.0
2015-05-02	PG05	-62.22706899999999	-58.5988	247.9	-0.01	-1.742754166666667	94.68410416666669	7.2428541666666675	42.53125000000001	273.19791666666663	15.700000000000001	965.7533333333334	6.88125	0.5351493445038907	4.0
2015-05-19	PG05	-62.22706899999999	-58.5988	247.9	-0.1	-2.8326453703703702	94.58898148148148	7.715671296296296	22.491666666666664	266.875	8.400000000000002	973.6081018518518	6.729166666666667	0.29140515937198913	4.0
2015-06-17	PG05	-62.22706899999999	-58.5988	247.9	0.48	-8.979191666666667	84.99408333333334	10.719999999999997	12.638472222222223	254.8180555555555	85.30000000000001	959.8412500000001	6.995833333333334	-1.0832136220945172	0.0
2015-07-13	PG05	-62.22706899999999	-58.5988	247.9	0.19	-9.19232901234568	85.25112654320986	10.961141975308639	11.030246913580246	251.91820987654316	23.6	957.6594135802471	6.646604938271605	-1.1308798372792677	0.0
2015-07-29	PG05	-62.22706899999999	-58.5988	247.9	0.15	-8.204517647058822	84.90688725490197	10.343700980392157	19.836764705882356	251.43137254901958	10.0	956.4159313725489	6.502450980392156	-0.9099648730354307	0.0
2015-08-21	PG05	-62.22706899999999	-58.5988	247.9	0.04	-7.083733333333334	90.62418402777779	12.397499999999999	35.040104166666666	245.30034722222226	49.7	953.8781249999997	6.272569444444444	-0.659311726804603	0.0
2015-09-14	PG05	-62.22706899999999	-58.5988	247.9	0.06	-9.17035	91.98835000000003	10.39348333333333	63.85283333333333	245.68000000000006	32.1	944.3543333333334	7.008333333333333	-1.1259644324792322	0.0
2015-10-08	PG05	-62.22706899999999	-58.5988	247.9	0.0	-6.475616666666665	92.78989999999997	8.997533333333335	117.03116666666665	256.7566666666667	37.0	954.1308333333333	7.084999999999999	-0.5233120041918393	1.0
2015-10-27	PG05	-62.22706899999999	-58.5988	247.9	0.02	-4.5957333333333334	95.54822916666666	9.349395833333334	165.11208333333332	266.21250000000003	68.80000000000001	965.8964583333334	7.2770833333333345	-0.10289331499674344	0.0
2011-10-15	PG06	-62.229879	-58.606324	223.7	0.91	-0.7110823529411767	91.64334150326799	6.694362745098038	247.1728349673203	283.1151960784312	0.0	965.0337418300658	7.009803921568627	0.7334006462344254	0.0
2012-01-24	PG06	-62.229879	-58.606324	223.7	-1.15	-0.7110823529411767	91.64334150326799	6.694362745098038	247.1728349673203	283.1151960784312	360.0999999999999	965.0337418300658	7.009803921568627	0.7334006462344254	32.0
2012-01-27	PG06	-62.229879	-58.606324	223.7	0.04	-0.5442624999999999	90.85104166666669	5.680833333333335	267.7083333333333	277.5	9.600000000000001	963.371875	6.8125	0.7707083784014471	0.0
2012-02-08	PG06	-62.229879	-58.606324	223.7	-0.59	-0.11920641025641018	89.6704487179487	5.9775	229.28108974358975	280.66346153846155	10.000000000000002	953.1320512820513	6.653846153846154	0.8657682796813456	5.0
2012-02-20	PG06	-62.229879	-58.606324	223.7	-0.05	-1.1785653846153847	88.1061858974359	6.203173076923077	184.58397435897436	273.70833333333326	15.900000000000002	963.0528846153846	6.8076923076923075	0.6288523479903392	4.0
2012-03-04	PG06	-62.229879	-58.606324	223.7	-0.21	-0.3840690476190476	85.08419642857143	7.607619047619047	175.91904761904763	265.07142857142856	30.800000000000004	974.8586309523808	5.428571428571429	0.8065341767759758	6.0
2012-03-13	PG06	-62.229879	-58.606324	223.7	-0.09	0.3555916666666666	93.44329166666667	6.086708333333332	154.54791666666668	287.27916666666664	30.700000000000003	976.3095833333333	7.225	0.9719525207950772	6.0
2012-03-23	PG06	-62.229879	-58.606324	223.7	-0.06	-1.6650484848484846	85.93776515151515	8.247348484848485	112.325	268.38636363636357	11.9	962.1784090909091	6.3522727272727275	0.5200548584392679	3.0
2012-04-13	PG06	-62.229879	-58.606324	223.7	0.03	-4.760711363636362	91.17200757575758	10.524810606060608	73.5903409090909	268.71969696969694	38.7	969.1456439393943	7.488636363636363	-0.1722617904786173	3.0
2012-04-21	PG06	-62.229879	-58.606324	223.7	0.07	-10.900987037037039	88.98486111111112	10.799768518518517	51.94722222222222	243.76851851851856	31.700000000000003	973.4333333333333	6.958333333333333	-1.5454782045686655	0.0
2012-05-03	PG06	-62.229879	-58.606324	223.7	0.17	-2.47792435897436	95.03198717948719	6.502403846153846	45.434615384615384	264.1891025641026	56.0	981.3092948717949	5.903846153846154	0.3382626145172241	2.0
2012-05-11	PG06	-62.229879	-58.606324	223.7	0.06	-4.662051851851852	92.72194444444445	3.8357407407407402	21.9162037037037	270.71296296296293	45.300000000000004	979.1879629629631	7.597222222222222	-0.15019749431427792	2.0
2012-05-21	PG06	-62.229879	-58.606324	223.7	-0.02	-1.0776999999999999	89.0905303030303	10.194128787878789	12.179166666666667	268.49242424242425	55.99999999999999	967.9253787878788	6.6022727272727275	0.6514099674091822	6.0
2012-05-30	PG06	-62.229879	-58.606324	223.7	0.1	-6.441616666666666	88.33658333333335	6.71975	9.291666666666668	245.50416666666666	2.5000000000000004	971.7425	5.925	-0.5481808656842163	0.0
2012-06-12	PG06	-62.229879	-58.606324	223.7	0.01	-9.59177738095238	88.00970238095238	12.001428571428571	9.1375	248.15476190476193	52.39999999999999	955.7333333333333	7.017857142857143	-1.2526854563523717	0.0
2012-07-01	PG06	-62.229879	-58.606324	223.7	0.47	-8.6902	89.25227083333331	15.447750000000003	8.553333333333335	261.3166666666667	67.80000000000001	952.1879166666668	7.45625	-1.0510559328670768	0.0
2012-07-12	PG06	-62.229879	-58.606324	223.7	0.02	-8.782422222222223	88.80253472222222	7.543993055555554	10.157291666666666	238.94791666666666	19.500000000000004	975.8673611111111	5.96875	-1.0716805881814981	0.0
2012-07-23	PG06	-62.229879	-58.606324	223.7	0.01	-3.3549222222222226	93.06305555555555	9.140902777777779	10.77048611111111	261.08333333333337	37.50000000000001	966.3555555555555	6.572916666666667	0.14213007503681313	1.0
2012-07-27	PG06	-62.229879	-58.606324	223.7	0.21	-6.765533333333333	92.08291666666666	8.983916666666667	21.40416666666667	265.2916666666667	47.1	946.9916666666666	7.15	-0.6206218613533332	0.0
2012-08-05	PG06	-62.229879	-58.606324	223.7	-0.17	-6.7070333333333325	90.65808333333334	10.871875	28.718333333333334	261.85	32.4	956.2091666666665	7.0	-0.607538872168944	0.0
2012-08-15	PG06	-62.229879	-58.606324	223.7	0.1	-9.208078787878788	90.93469696969696	10.895871212121214	35.65681818181818	256.50757575757575	0.0	962.4060606060607	7.659090909090909	-1.1668747803994302	0.0
2012-08-28	PG06	-62.229879	-58.606324	223.7	-0.01	-2.8707059523809524	91.87190476190474	12.73907738095238	46.779761904761905	261.08035714285717	0.0	970.3363095238095	6.357142857142857	0.250420608733198	2.0
2012-09-04	PG06	-62.229879	-58.606324	223.7	0.01	-2.6615020833333336	91.43390625	8.0003125	61.52968750000001	268.046875	0.0	968.3916666666668	7.078125	0.2972071378969986	1.0
2012-09-12	PG06	-62.229879	-58.606324	223.7	0.21	-11.221912962962964	85.67037037037036	9.188935185185183	80.21759259259258	241.97222222222223	6.6000000000000005	964.8550925925924	7.152777777777778	-1.617250348464031	0.0
2012-09-27	PG06	-62.229879	-58.606324	223.7	-0.01	-6.892439583333333	92.11174479166667	10.032343750000003	121.165625	250.8671875	81.9	977.0747395833332	6.328125	-0.649003281800878	1.0
2012-10-09	PG06	-62.229879	-58.606324	223.7	0.22	-2.9344628205128203	90.4023717948718	7.569166666666667	132.64903846153845	268.099358974359	62.400000000000006	968.7217948717948	7.115384615384615	0.2361619691400399	2.0
2012-10-18	PG06	-62.229879	-58.606324	223.7	-0.03	-5.062575	90.81370833333332	10.677333333333333	154.95374999999999	265.59166666666664	24.2	960.8391666666666	7.425	-0.23977082790948545	0.0
2012-10-27	PG06	-62.229879	-58.606324	223.7	0.18	-6.669241666666667	87.65158333333333	8.074000000000002	188.50666666666666	248.15	57.70000000000001	957.0200000000001	6.6875	-0.599087112061935	0.0
2012-11-03	PG06	-62.229879	-58.606324	223.7	0.0	-5.56473125	85.54255208333335	6.484322916666667	164.47239583333334	261.13541666666663	26.5	960.1427083333333	7.71875	-0.35207347385176463	0.0
2012-11-10	PG06	-62.229879	-58.606324	223.7	0.0	-5.86098125	85.075625	7.049583333333332	213.90885416666663	258.80729166666663	12.399999999999999	967.9182291666667	7.359375	-0.418327072926555	0.0
2012-11-24	PG06	-62.229879	-58.606324	223.7	-0.11	-2.172172222222222	92.82430555555557	7.748527777777779	229.03527777777782	280.9444444444444	35.4	964.8494444444445	7.483333333333333	0.4066412794442675	1.0
2012-12-05	PG06	-62.229879	-58.606324	223.7	0.04	-3.618359722222222	84.74635416666668	5.6852083333333345	251.8166666666667	260.07986111111114	2.7	960.5788194444445	6.8125	0.08321469104942056	0.0
2012-12-14	PG06	-62.229879	-58.606324	223.7	-0.04	-3.0476166666666664	82.81075	3.7083333333333335	268.73833333333334	259.65	3.8000000000000007	966.3816666666665	6.5125	0.21085614785110357	0.0
2012-12-22	PG06	-62.229879	-58.606324	223.7	-0.02	-2.3361722222222223	85.0564814814815	4.223935185185185	274.72962962962964	266.80555555555554	8.4	977.9217592592593	6.347222222222222	0.36996418155982647	0.0
2013-01-05	PG06	-62.229879	-58.606324	223.7	-0.01	-1.6324222222222218	91.31611111111111	6.1436111111111105	252.66138888888887	284.43333333333334	6.800000000000001	977.0891666666666	7.252777777777778	0.5273514232438222	0.0
2013-01-15	PG06	-62.229879	-58.606324	223.7	0.06	-1.1428893939393936	93.17390151515151	6.454469696969698	243.3534090909091	282.86742424242425	12.3	962.6829545454547	7.367424242424241	0.6368309565400204	1.0
2013-01-23	PG06	-62.229879	-58.606324	223.7	-0.33	-0.12561666666666652	93.19425925925927	6.242824074074074	248.36342592592595	294.4537037037037	26.3	971.4268518518519	7.699074074074074	0.8643346845482763	4.0
2013-02-01	PG06	-62.229879	-58.606324	223.7	0.13	-0.7462833333333332	91.24725000000001	8.168624999999999	231.94750000000005	283.9666666666667	54.10000000000001	959.1095833333333	7.2041666666666675	0.7255282693839897	2.0
2013-02-11	PG06	-62.229879	-58.606324	223.7	-0.29	0.044610606060606184	97.81200757575758	7.176818181818181	230.34734848484848	292.82575757575756	28.5	962.7037878787879	7.632575757575759	0.9024044549410789	5.0
2013-02-19	PG06	-62.229879	-58.606324	223.7	0.01	-1.1896444444444445	89.36055555555556	6.652314814814816	181.10601851851857	281.4953703703703	21.400000000000006	960.1092592592593	7.189814814814814	0.6263746177353515	2.0
2013-02-27	PG06	-62.229879	-58.606324	223.7	-0.07	-0.20219074074074073	87.72074074074074	9.056944444444447	251.3337962962963	279.6435185185185	17.1	975.3574074074074	5.361111111111111	0.8472095942420249	3.0
2013-03-06	PG06	-62.229879	-58.606324	223.7	-0.23	0.3012583333333334	90.31197916666666	11.875364583333333	218.8234375	284.359375	6.800000000000001	966.2979166666667	5.65625	0.959801368447183	6.0
2013-04-01	PG06	-62.229879	-58.606324	223.7	-0.46	-0.4990271604938272	91.32930555555555	10.646697530864197	154.97793209876542	286.66820987654313	41.5	969.6112654320988	6.362654320987654	0.7808248477606166	13.0
2013-04-11	PG06	-62.229879	-58.606324	223.7	-0.05	0.43355000000000027	89.91409090909093	15.788674242424246	111.19659090909092	282.8068181818182	17.700000000000003	955.8193181818184	5.378787878787878	0.9893871880058976	7.0
2013-05-04	PG06	-62.229879	-58.606324	223.7	-0.05	-0.3140368055555555	91.92663194444445	13.018385416666666	65.86840277777777	286.0364583333333	44.400000000000006	963.0348958333335	6.263888888888889	0.822196246271278	11.0
2013-05-24	PG06	-62.229879	-58.606324	223.7	0.09	-6.119664285714288	91.2687103174603	10.036071428571429	22.038888888888888	265.30555555555554	26.4	963.3136904761903	7.08531746031746	-0.47617916452373316	4.0
2013-06-25	PG06	-62.229879	-58.606324	223.7	0.53	-5.869480303030303	90.52268939393939	8.926994949494953	9.15340909090909	257.90909090909093	142.70000000000002	957.754797979798	6.40530303030303	-0.42022780829190537	0.0
2013-07-24	PG06	-62.229879	-58.606324	223.7	0.2	-6.550866666666667	92.84286111111109	10.739152777777779	13.966944444444445	259.7	164.0	959.5163888888889	6.268055555555555	-0.5726136275371138	0.0
