Stake	Date	Date1	Latitude	Longitude	Elevation	Days	SMB	SMB1	SMB_diff
R12	2011-01-23	2011-01-15	-62.169728689799996	-58.862693267299996	137.0	8	0.4704	50.38	-0.033400000000000034
R12	2011-01-31	2011-01-23	-62.169728689799996	-58.862693267299996	137.0	8	0.4004	47.04	-0.07
R12	2011-02-07	2011-01-31	-62.169728689799996	-58.862693267299996	137.0	7	0.3249	40.04	-0.07549999999999997
R12	2011-02-15	2011-02-07	-62.169728689799996	-58.862693267299996	137.0	8	0.17980000000000002	32.49	-0.1451
R12	2011-02-25	2011-02-15	-62.169728689799996	-58.862693267299996	137.0	10	0.028999999999999998	17.98	-0.1508
R12	2011-03-14	2011-02-25	-62.169728689799996	-58.862693267299996	137.0	17	-0.1886	2.9	-0.2176
R12	2011-03-22	2011-03-14	-62.169728689799996	-58.862693267299996	137.0	8	-0.24600000000000002	-18.86	-0.05740000000000002
R12	2011-04-06	2011-03-22	-62.169728689799996	-58.862693267299996	137.0	15	0.0	-24.6	0.24600000000000002
R12	2011-04-24	2011-04-06	-62.169728689799996	-58.862693267299996	137.0	18	0.0097	0.0	0.0097
R12	2011-05-10	2011-04-24	-62.169728689799996	-58.862693267299996	137.0	16	0.0443	0.97	0.0346
R12	2011-05-24	2011-05-10	-62.169728689799996	-58.862693267299996	137.0	14	0.0316	4.43	-0.012699999999999996
R12	2011-06-07	2011-05-24	-62.169728689799996	-58.862693267299996	137.0	14	0.0151	3.16	-0.0165
R12	2011-06-20	2011-06-07	-62.169728689799996	-58.862693267299996	137.0	13	0.0256	1.51	0.0105
R12	2011-07-05	2011-06-20	-62.169728689799996	-58.862693267299996	137.0	15	0.1017	2.56	0.0761
R12	2011-07-19	2011-07-05	-62.169728689799996	-58.862693267299996	137.0	14	0.0959	10.17	-0.0058000000000000005
R12	2011-08-07	2011-07-19	-62.169728689799996	-58.862693267299996	137.0	19	0.1696	9.59	0.07370000000000002
R12	2011-08-22	2011-08-07	-62.169728689799996	-58.862693267299996	137.0	15	0.1661	16.96	-0.0035000000000000144
R12	2011-09-06	2011-08-22	-62.169728689799996	-58.862693267299996	137.0	15	0.2759	16.61	0.10980000000000001
R12	2011-09-22	2011-09-06	-62.169728689799996	-58.862693267299996	137.0	16	0.2645	27.59	-0.011400000000000006
R12	2011-10-06	2011-09-22	-62.169728689799996	-58.862693267299996	137.0	14	0.3045	26.45	0.04
R12	2011-10-20	2011-10-06	-62.169728689799996	-58.862693267299996	137.0	14	0.4077	30.45	0.10320000000000004
R12	2011-11-17	2011-10-20	-62.169728689799996	-58.862693267299996	137.0	28	0.5034000000000001	40.77	0.09570000000000001
R12	2011-12-04	2011-11-17	-62.169728689799996	-58.862693267299996	137.0	17	0.5155	50.34	0.012099999999999937
R12	2011-12-19	2011-12-04	-62.169728689799996	-58.862693267299996	137.0	15	0.2927	51.55	-0.22279999999999997
R12	2012-01-07	2011-12-19	-62.169728689799996	-58.862693267299996	137.0	19	0.1457	29.27	-0.147
R12	2012-01-20	2012-01-07	-62.169728689799996	-58.862693267299996	137.0	13	0.0	14.57	-0.1457
R12	2012-02-04	2012-01-20	-62.169728689799996	-58.862693267299996	137.0	15	-0.0984	0.0	-0.0984
R12	2012-02-19	2012-02-04	-62.169728689799996	-58.862693267299996	137.0	15	-0.1968	-9.84	-0.0984
R12	2012-03-04	2012-02-19	-62.169728689799996	-58.862693267299996	137.0	14	-0.3948	-19.68	-0.19799999999999998
R12	2012-03-17	2012-03-04	-62.169728689799996	-58.862693267299996	137.0	13	-0.5928	-39.48	-0.19800000000000004
R12	2012-03-30	2012-03-17	-62.169728689799996	-58.862693267299996	137.0	13	-0.5682	-59.28	0.024600000000000007
R13	2008-02-17	2008-02-17	-62.170879157600005	-58.8585964292	84.0	0	0.0	0.0	-0.0
R13	2008-02-24	2008-02-17	-62.170879157600005	-58.8585964292	84.0	7	-0.225	0.0	-0.225
R13	2008-03-02	2008-02-24	-62.170879157600005	-58.8585964292	84.0	7	-0.28800000000000003	-22.5	-0.063
R13	2008-03-09	2008-03-02	-62.170879157600005	-58.8585964292	84.0	7	-0.396	-28.8	-0.10800000000000001
R13	2008-03-11	2008-03-09	-62.170879157600005	-58.8585964292	84.0	2	-0.43200000000000005	-39.6	-0.03600000000000001
R13	2008-11-03	2008-03-11	-62.170879157600005	-58.8585964292	84.0	237	0.9790800000000001	-43.2	1.4110800000000001
R13	2008-11-28	2008-11-03	-62.170879157600005	-58.8585964292	84.0	25	0.78232	97.908	-0.19676000000000002
R13	2008-12-05	2008-11-28	-62.170879157600005	-58.8585964292	84.0	7	0.68585	78.232	-0.09647000000000006
R13	2008-12-13	2008-12-05	-62.170879157600005	-58.8585964292	84.0	8	0.7097	68.585	0.02385000000000005
R13	2008-12-19	2008-12-13	-62.170879157600005	-58.8585964292	84.0	6	0.67848	70.97	-0.031219999999999998
R13	2008-12-26	2008-12-19	-62.170879157600005	-58.8585964292	84.0	7	0.5685199999999999	67.848	-0.10996000000000002
R13	2009-01-02	2008-12-26	-62.170879157600005	-58.8585964292	84.0	7	0.54978	56.852	-0.01873999999999995
R13	2009-01-09	2009-01-02	-62.170879157600005	-58.8585964292	84.0	7	0.49725	54.978	-0.05253
R13	2009-01-17	2009-01-09	-62.170879157600005	-58.8585964292	84.0	8	0.20187999999999998	49.725	-0.29537
R13	2009-01-24	2009-01-17	-62.170879157600005	-58.8585964292	84.0	7	0.18696000000000002	20.188	-0.014919999999999973
R13	2009-01-30	2009-01-24	-62.170879157600005	-58.8585964292	84.0	6	0.022480000000000003	18.696	-0.16448000000000002
R13	2009-02-06	2009-01-30	-62.170879157600005	-58.8585964292	84.0	7	0.042	2.248	0.01952
R13	2009-02-13	2009-02-06	-62.170879157600005	-58.8585964292	84.0	7	-0.08199999999999999	4.2	-0.12399999999999999
R13	2009-02-21	2009-02-13	-62.170879157600005	-58.8585964292	84.0	8	-0.1246	-8.2	-0.04260000000000001
R13	2009-02-28	2009-02-21	-62.170879157600005	-58.8585964292	84.0	7	-0.3406	-12.46	-0.21600000000000003
R13	2009-03-01	2009-02-28	-62.170879157600005	-58.8585964292	84.0	1	-0.3676	-34.06	-0.026999999999999958
R13	2009-03-27	2009-03-01	-62.170879157600005	-58.8585964292	84.0	26	-0.7365999999999999	-36.76	-0.369
R13	2009-11-12	2009-03-27	-62.170879157600005	-58.8585964292	84.0	230	0.5141	-73.66	1.2507
R13	2009-12-04	2009-11-12	-62.170879157600005	-58.8585964292	84.0	22	0.3029	51.41	-0.21119999999999997
R13	2009-12-07	2009-12-04	-62.170879157600005	-58.8585964292	84.0	3	0.2958	30.29	-0.007100000000000008
R13	2009-12-13	2009-12-07	-62.170879157600005	-58.8585964292	84.0	6	0.561	29.58	0.26520000000000005
R13	2009-12-21	2009-12-13	-62.170879157600005	-58.8585964292	84.0	8	0.44	56.1	-0.12100000000000001
R13	2009-12-28	2009-12-21	-62.170879157600005	-58.8585964292	84.0	7	0.31379999999999997	44.0	-0.1262
R13	2010-01-11	2009-12-28	-62.170879157600005	-58.8585964292	84.0	14	0.2635	31.38	-0.05029999999999998
R13	2010-01-18	2010-01-11	-62.170879157600005	-58.8585964292	84.0	7	0.1523	26.35	-0.11120000000000001
R13	2010-01-25	2010-01-18	-62.170879157600005	-58.8585964292	84.0	7	0.0509	15.23	-0.1014
R13	2010-02-01	2010-01-25	-62.170879157600005	-58.8585964292	84.0	7	0.0	5.09	-0.0509
R13	2010-02-15	2010-02-01	-62.170879157600005	-58.8585964292	84.0	14	0.00509	0.0	0.00509
R13	2010-02-22	2010-02-15	-62.170879157600005	-58.8585964292	84.0	7	-0.016399999999999998	0.509	-0.02149
R13	2010-03-01	2010-02-22	-62.170879157600005	-58.8585964292	84.0	7	0.0	-1.64	0.016399999999999998
R13	2010-03-08	2010-03-01	-62.170879157600005	-58.8585964292	84.0	7	-0.19079999999999997	0.0	-0.19079999999999997
R13	2010-03-15	2010-03-08	-62.170879157600005	-58.8585964292	84.0	7	-0.1368	-19.08	0.053999999999999986
R13	2010-03-23	2010-03-15	-62.170879157600005	-58.8585964292	84.0	8	-0.19079999999999997	-13.68	-0.053999999999999986
R13	2010-03-29	2010-03-23	-62.170879157600005	-58.8585964292	84.0	6	-0.20879999999999999	-19.08	-0.018000000000000006
R13	2010-04-05	2010-03-29	-62.170879157600005	-58.8585964292	84.0	7	-0.23579999999999998	-20.88	-0.026999999999999993
R13	2010-04-12	2010-04-05	-62.170879157600005	-58.8585964292	84.0	7	-0.2988	-23.58	-0.063
R13	2010-04-14	2010-04-12	-62.170879157600005	-58.8585964292	84.0	2	-0.2988	-29.88	-0.0
R13	2010-04-20	2010-04-14	-62.170879157600005	-58.8585964292	84.0	6	-0.2988	-29.88	-0.0
R13	2010-04-27	2010-04-20	-62.170879157600005	-58.8585964292	84.0	7	0.05	-29.88	0.34879999999999994
R13	2010-05-13	2010-04-27	-62.170879157600005	-58.8585964292	84.0	16	0.06	5.0	0.01
R13	2010-05-20	2010-05-13	-62.170879157600005	-58.8585964292	84.0	7	0.08	6.0	0.02
R13	2010-05-25	2010-05-20	-62.170879157600005	-58.8585964292	84.0	5	0.13	8.0	0.05
R13	2010-11-09	2010-05-25	-62.170879157600005	-58.8585964292	84.0	168	0.9565	13.0	0.8265
R13	2010-11-29	2010-11-09	-62.170879157600005	-58.8585964292	84.0	20	0.8673000000000001	95.65	-0.08920000000000002
R13	2010-12-11	2010-11-29	-62.170879157600005	-58.8585964292	84.0	12	0.8602	86.73	-0.007100000000000079
R13	2010-12-21	2010-12-11	-62.170879157600005	-58.8585964292	84.0	10	0.8634000000000001	86.02	0.003200000000000074
R13	2010-12-30	2010-12-21	-62.170879157600005	-58.8585964292	84.0	9	0.7602	86.34	-0.10320000000000007
R13	2011-01-07	2010-12-30	-62.170879157600005	-58.8585964292	84.0	8	0.5754	76.02	-0.18479999999999996
R13	2011-01-15	2011-01-07	-62.170879157600005	-58.8585964292	84.0	8	0.5146000000000001	57.54	-0.060799999999999986
R13	2011-01-23	2011-01-15	-62.170879157600005	-58.8585964292	84.0	8	0.4595	51.46	-0.05509999999999998
R13	2011-01-31	2011-01-23	-62.170879157600005	-58.8585964292	84.0	8	0.4343	45.95	-0.02520000000000003
R13	2011-02-07	2011-01-31	-62.170879157600005	-58.8585964292	84.0	7	0.342	43.43	-0.09229999999999997
R13	2011-02-15	2011-02-07	-62.170879157600005	-58.8585964292	84.0	8	0.145	34.2	-0.19700000000000004
R13	2011-02-25	2011-02-15	-62.170879157600005	-58.8585964292	84.0	10	-0.0492	14.5	-0.1942
R13	2011-03-14	2011-02-25	-62.170879157600005	-58.8585964292	84.0	17	-0.2466	-4.92	-0.19740000000000002
R13	2011-03-22	2011-03-14	-62.170879157600005	-58.8585964292	84.0	8	-0.2826	-24.66	-0.03600000000000001
R13	2011-04-06	2011-03-22	-62.170879157600005	-58.8585964292	84.0	15	0.0	-28.26	0.2826
R13	2011-04-24	2011-04-06	-62.170879157600005	-58.8585964292	84.0	18	0.0	0.0	-0.0
R13	2011-05-10	2011-04-24	-62.170879157600005	-58.8585964292	84.0	16	0.0443	0.0	0.0443
R13	2011-05-24	2011-05-10	-62.170879157600005	-58.8585964292	84.0	14	0.021	4.43	-0.023299999999999998
R13	2011-06-07	2011-05-24	-62.170879157600005	-58.8585964292	84.0	14	0.0151	2.1	-0.005900000000000001
R13	2011-06-20	2011-06-07	-62.170879157600005	-58.8585964292	84.0	13	0.0342	1.51	0.0191
R13	2011-07-05	2011-06-20	-62.170879157600005	-58.8585964292	84.0	15	0.1591	3.42	0.1249
R13	2011-07-19	2011-07-05	-62.170879157600005	-58.8585964292	84.0	14	0.1668	15.91	0.007699999999999996
R13	2011-08-07	2011-07-19	-62.170879157600005	-58.8585964292	84.0	19	0.18230000000000002	16.68	0.015500000000000007
R13	2011-08-22	2011-08-07	-62.170879157600005	-58.8585964292	84.0	15	0.1967	18.23	0.014400000000000013
R13	2011-09-06	2011-08-22	-62.170879157600005	-58.8585964292	84.0	15	0.2842	19.67	0.0875
R13	2011-09-22	2011-09-06	-62.170879157600005	-58.8585964292	84.0	16	0.2995	28.42	0.015299999999999975
R13	2011-10-06	2011-09-22	-62.170879157600005	-58.8585964292	84.0	14	0.509	29.95	0.2095
R13	2011-10-20	2011-10-06	-62.170879157600005	-58.8585964292	84.0	14	0.5345	50.9	0.025500000000000043
R13	2011-11-17	2011-10-20	-62.170879157600005	-58.8585964292	84.0	28	0.7162999999999999	53.45	0.18179999999999993
R13	2011-12-04	2011-11-17	-62.170879157600005	-58.8585964292	84.0	17	0.7259	71.63	0.009600000000000079
R13	2011-12-19	2011-12-04	-62.170879157600005	-58.8585964292	84.0	15	0.4878	72.59	-0.23810000000000003
R13	2012-01-07	2011-12-19	-62.170879157600005	-58.8585964292	84.0	19	0.2491	48.78	-0.23870000000000002
R13	2012-01-20	2012-01-07	-62.170879157600005	-58.8585964292	84.0	13	0.08869999999999999	24.91	-0.1604
R13	2012-02-04	2012-01-20	-62.170879157600005	-58.8585964292	84.0	15	-0.06559999999999999	8.87	-0.1543
R13	2012-02-19	2012-02-04	-62.170879157600005	-58.8585964292	84.0	15	-0.12300000000000001	-6.56	-0.057400000000000014
R13	2012-03-04	2012-02-19	-62.170879157600005	-58.8585964292	84.0	14	-0.303	-12.3	-0.18
R13	2012-03-17	2012-03-04	-62.170879157600005	-58.8585964292	84.0	13	-0.627	-30.3	-0.32400000000000007
R13	2012-03-30	2012-03-17	-62.170879157600005	-58.8585964292	84.0	13	-0.6809999999999999	-62.7	-0.053999999999999916
R14	2008-03-02	2008-03-02	-62.1689403375	-58.8685597229	191.0	0	0.0	0.0	-0.0
R14	2008-03-09	2008-03-02	-62.1689403375	-58.8685597229	191.0	7	-0.055999999999999994	0.0	-0.055999999999999994
R14	2008-03-17	2008-03-09	-62.1689403375	-58.8685597229	191.0	8	-0.096	-5.6	-0.04
R14	2008-11-03	2008-03-17	-62.1689403375	-58.8685597229	191.0	231	0.64452	-9.6	0.74052
R14	2008-11-13	2008-11-03	-62.1689403375	-58.8685597229	191.0	10	0.5096	64.452	-0.13491999999999998
R14	2008-11-21	2008-11-13	-62.1689403375	-58.8685597229	191.0	8	0.6968000000000001	50.96	0.18720000000000006
R14	2008-11-28	2008-11-21	-62.1689403375	-58.8685597229	191.0	7	0.5842	69.68	-0.11260000000000005
R14	2008-12-05	2008-11-28	-62.1689403375	-58.8685597229	191.0	7	0.48719	58.42	-0.09701
R14	2008-12-13	2008-12-05	-62.1689403375	-58.8685597229	191.0	8	0.5029	48.719	0.01570999999999998
R14	2008-12-19	2008-12-13	-62.1689403375	-58.8685597229	191.0	6	0.45232	50.29	-0.05058
R14	2008-12-26	2008-12-19	-62.1689403375	-58.8685597229	191.0	7	0.3029	45.232	-0.14942
R14	2009-01-02	2008-12-26	-62.1689403375	-58.8685597229	191.0	7	0.3003	30.29	-0.00259999999999998
R14	2009-01-09	2009-01-02	-62.1689403375	-58.8685597229	191.0	7	0.37439999999999996	30.03	0.07409999999999997
R14	2009-01-17	2009-01-09	-62.1689403375	-58.8685597229	191.0	8	0.14007999999999998	37.44	-0.23431999999999997
R14	2009-01-24	2009-01-17	-62.1689403375	-58.8685597229	191.0	7	0.12792	14.008	-0.012159999999999994
R14	2009-01-30	2009-01-24	-62.1689403375	-58.8685597229	191.0	6	0.0	12.792	-0.12792
R14	2009-02-06	2009-01-30	-62.1689403375	-58.8685597229	191.0	7	0.021	0.0	0.021
R14	2009-02-13	2009-02-06	-62.1689403375	-58.8685597229	191.0	7	-0.0492	2.1	-0.0702
R14	2009-02-21	2009-02-13	-62.1689403375	-58.8685597229	191.0	8	-0.032799999999999996	-4.92	0.0164
R14	2009-02-28	2009-02-21	-62.1689403375	-58.8685597229	191.0	7	-0.1278	-3.28	-0.095
R14	2009-03-27	2009-02-28	-62.1689403375	-58.8685597229	191.0	27	-0.3258	-12.78	-0.19799999999999998
R14	2009-11-12	2009-03-27	-62.1689403375	-58.8685597229	191.0	230	0.6793	-32.58	1.0051
R14	2009-12-04	2009-11-12	-62.1689403375	-58.8685597229	191.0	22	0.7436	67.93	0.06429999999999993
R14	2009-12-07	2009-12-04	-62.1689403375	-58.8685597229	191.0	3	0.7888	74.36	0.04519999999999996
R14	2009-12-13	2009-12-07	-62.1689403375	-58.8685597229	191.0	6	0.8109000000000001	78.88	0.022100000000000078
R14	2009-12-21	2009-12-13	-62.1689403375	-58.8685597229	191.0	8	0.7425	81.09	-0.06840000000000003
R14	2009-12-28	2009-12-21	-62.1689403375	-58.8685597229	191.0	7	0.6171	74.25	-0.12539999999999998
R14	2010-01-11	2009-12-28	-62.1689403375	-58.8685597229	191.0	14	0.4901	61.71	-0.12700000000000003
R14	2010-01-18	2010-01-11	-62.1689403375	-58.8685597229	191.0	7	0.5303	49.01	0.040200000000000034
R14	2010-01-25	2010-01-18	-62.1689403375	-58.8685597229	191.0	7	0.4174	53.03	-0.11289999999999999
R14	2010-02-01	2010-01-25	-62.1689403375	-58.8685597229	191.0	7	0.4379	41.74	0.020499999999999973
R14	2010-02-15	2010-02-01	-62.1689403375	-58.8685597229	191.0	14	0.397	43.79	-0.040899999999999964
R14	2010-02-22	2010-02-15	-62.1689403375	-58.8685597229	191.0	7	0.38630000000000003	39.7	-0.010700000000000003
R14	2010-03-01	2010-02-22	-62.1689403375	-58.8685597229	191.0	7	0.3682	38.63	-0.018100000000000022
R14	2010-03-08	2010-03-01	-62.1689403375	-58.8685597229	191.0	7	0.2992	36.82	-0.06899999999999999
R14	2010-03-15	2010-03-08	-62.1689403375	-58.8685597229	191.0	7	0.2557	29.92	-0.04350000000000001
R14	2010-03-23	2010-03-15	-62.1689403375	-58.8685597229	191.0	8	0.2021	25.57	-0.053599999999999995
R14	2010-03-29	2010-03-23	-62.1689403375	-58.8685597229	191.0	6	0.2793	20.21	0.07719999999999999
R14	2010-04-05	2010-03-29	-62.1689403375	-58.8685597229	191.0	7	0.26789999999999997	27.93	-0.011400000000000006
R14	2010-04-12	2010-04-05	-62.1689403375	-58.8685597229	191.0	7	0.21660000000000001	26.79	-0.05129999999999999
R14	2010-04-14	2010-04-12	-62.1689403375	-58.8685597229	191.0	2	0.23370000000000002	21.66	0.017100000000000008
R14	2010-04-20	2010-04-14	-62.1689403375	-58.8685597229	191.0	6	0.2291	23.37	-0.004600000000000009
R14	2010-04-27	2010-04-20	-62.1689403375	-58.8685597229	191.0	7	0.245	22.91	0.015899999999999997
R14	2010-05-13	2010-04-27	-62.1689403375	-58.8685597229	191.0	16	0.23	24.5	-0.015
R14	2010-05-20	2010-05-13	-62.1689403375	-58.8685597229	191.0	7	0.26	23.0	0.03
R14	2010-05-25	2010-05-20	-62.1689403375	-58.8685597229	191.0	5	0.33	26.0	0.07
R14	2010-11-09	2010-05-25	-62.1689403375	-58.8685597229	191.0	168	1.0081499999999999	33.0	0.67815
R14	2010-11-29	2010-11-09	-62.1689403375	-58.8685597229	191.0	20	0.9359000000000001	100.815	-0.07224999999999994
R14	2010-12-11	2010-11-29	-62.1689403375	-58.8685597229	191.0	12	0.9665	93.59	0.030600000000000023
R14	2010-12-21	2010-12-11	-62.1689403375	-58.8685597229	191.0	10	0.972	96.65	0.005499999999999972
R14	2010-12-30	2010-12-21	-62.1689403375	-58.8685597229	191.0	9	0.9838	97.2	0.011799999999999927
R14	2011-01-07	2010-12-30	-62.1689403375	-58.8685597229	191.0	8	0.8658	98.38	-0.11799999999999997
R14	2011-01-15	2011-01-07	-62.1689403375	-58.8685597229	191.0	8	0.804	86.58	-0.061799999999999924
R14	2011-01-23	2011-01-15	-62.1689403375	-58.8685597229	191.0	8	0.7822	80.4	-0.02180000000000007
R14	2011-01-31	2011-01-23	-62.1689403375	-58.8685597229	191.0	8	0.8009000000000001	78.22	0.018700000000000046
R14	2011-02-07	2011-01-31	-62.1689403375	-58.8685597229	191.0	7	0.8094	80.09	0.008499999999999943
R14	2011-02-15	2011-02-07	-62.1689403375	-58.8685597229	191.0	8	0.5452	80.94	-0.26419999999999993
R14	2011-02-25	2011-02-15	-62.1689403375	-58.8685597229	191.0	10	0.4118	54.52	-0.13340000000000005
R14	2011-03-14	2011-02-25	-62.1689403375	-58.8685597229	191.0	17	0.2218	41.18	-0.19
R14	2011-03-22	2011-03-14	-62.1689403375	-58.8685597229	191.0	8	0.078	22.18	-0.14379999999999998
R14	2011-04-06	2011-03-22	-62.1689403375	-58.8685597229	191.0	15	0.11	7.8	0.032
R14	2011-04-24	2011-04-06	-62.1689403375	-58.8685597229	191.0	18	0.0877	11.0	-0.022300000000000004
R14	2011-05-10	2011-04-24	-62.1689403375	-58.8685597229	191.0	16	0.0524	8.77	-0.03529999999999999
R14	2011-05-24	2011-05-10	-62.1689403375	-58.8685597229	191.0	14	0.06309999999999999	5.24	0.010699999999999994
R14	2011-06-07	2011-05-24	-62.1689403375	-58.8685597229	191.0	14	0.0552	6.31	-0.0079
R14	2011-06-20	2011-06-07	-62.1689403375	-58.8685597229	191.0	13	0.08539999999999999	5.52	0.030199999999999994
R14	2011-07-05	2011-06-20	-62.1689403375	-58.8685597229	191.0	15	0.1326	8.54	0.047200000000000006
R14	2011-07-19	2011-07-05	-62.1689403375	-58.8685597229	191.0	14	0.1501	13.26	0.0175
R14	2011-08-07	2011-07-19	-62.1689403375	-58.8685597229	191.0	19	0.1611	15.01	0.010999999999999996
R14	2011-08-22	2011-08-07	-62.1689403375	-58.8685597229	191.0	15	0.21850000000000003	16.11	0.05740000000000002
R14	2011-09-06	2011-08-22	-62.1689403375	-58.8685597229	191.0	15	0.2759	21.85	0.057399999999999986
R14	2011-09-22	2011-09-06	-62.1689403375	-58.8685597229	191.0	16	0.3034	27.59	0.0275
R14	2011-10-06	2011-09-22	-62.1689403375	-58.8685597229	191.0	14	0.32630000000000003	30.34	0.022900000000000028
R14	2011-10-20	2011-10-06	-62.1689403375	-58.8685597229	191.0	14	0.3715	32.63	0.04519999999999996
R14	2011-11-17	2011-10-20	-62.1689403375	-58.8685597229	191.0	28	0.49369999999999997	37.15	0.12219999999999999
R14	2011-12-04	2011-11-17	-62.1689403375	-58.8685597229	191.0	17	0.5102	49.37	0.016500000000000056
R14	2011-12-19	2011-12-04	-62.1689403375	-58.8685597229	191.0	15	0.4119	51.02	-0.09830000000000005
R14	2012-01-07	2011-12-19	-62.1689403375	-58.8685597229	191.0	19	0.2491	41.19	-0.16279999999999997
R14	2012-01-20	2012-01-07	-62.1689403375	-58.8685597229	191.0	13	0.16760000000000003	24.91	-0.08149999999999999
R14	2012-02-04	2012-01-20	-62.1689403375	-58.8685597229	191.0	15	0.1326	16.76	-0.03500000000000002
R14	2012-02-19	2012-02-04	-62.1689403375	-58.8685597229	191.0	15	0.09630000000000001	13.26	-0.03629999999999999
R14	2012-03-04	2012-02-19	-62.1689403375	-58.8685597229	191.0	14	0.0	9.63	-0.09630000000000001
R14	2012-03-17	2012-03-04	-62.1689403375	-58.8685597229	191.0	13	-0.1886	0.0	-0.1886
R14	2012-03-30	2012-03-17	-62.1689403375	-58.8685597229	191.0	13	-0.1886	-18.86	-0.0
R15	2008-01-05	2008-01-05	-62.1788734919	-58.90792111060001	54.0	0	0.49203	0.0	0.49203
R15	2008-01-26	2008-01-05	-62.1788734919	-58.90792111060001	54.0	21	0.262	49.203	-0.23003000000000004
R15	2008-02-02	2008-01-26	-62.1788734919	-58.90792111060001	54.0	7	0.23309999999999997	26.2	-0.028900000000000006
R15	2008-02-09	2008-02-02	-62.1788734919	-58.90792111060001	54.0	7	0.18954000000000001	23.31	-0.04355999999999998
R15	2008-02-17	2008-02-09	-62.1788734919	-58.90792111060001	54.0	8	-0.016	18.954	-0.20554000000000003
R15	2008-02-24	2008-02-17	-62.1788734919	-58.90792111060001	54.0	7	-0.128	-1.6	-0.11200000000000002
R15	2008-03-02	2008-02-24	-62.1788734919	-58.90792111060001	54.0	7	-0.261	-12.8	-0.133
R15	2008-03-09	2008-03-02	-62.1788734919	-58.90792111060001	54.0	7	-0.441	-26.1	-0.18
R15	2008-03-11	2008-03-09	-62.1788734919	-58.90792111060001	54.0	2	-0.46799999999999997	-44.1	-0.026999999999999958
R15	2009-01-24	2008-03-11	-62.1788734919	-58.90792111060001	54.0	319	0.0	-46.8	0.46799999999999997
R15	2009-01-30	2009-01-24	-62.1788734919	-58.90792111060001	54.0	6	-0.099	0.0	-0.099
R15	2009-01-31	2009-01-30	-62.1788734919	-58.90792111060001	54.0	1	-0.11699999999999999	-9.9	-0.017999999999999988
R15	2009-02-06	2009-01-31	-62.1788734919	-58.90792111060001	54.0	6	-0.18	-11.7	-0.063
R15	2009-02-13	2009-02-06	-62.1788734919	-58.90792111060001	54.0	7	-0.342	-18.0	-0.16200000000000003
R15	2009-02-21	2009-02-13	-62.1788734919	-58.90792111060001	54.0	8	-0.46799999999999997	-34.2	-0.12599999999999995
R15	2009-02-28	2009-02-21	-62.1788734919	-58.90792111060001	54.0	7	-0.5670000000000001	-46.8	-0.09900000000000006
R15	2009-03-01	2009-02-28	-62.1788734919	-58.90792111060001	54.0	1	-0.6659999999999999	-56.7	-0.09899999999999992
R15	2009-11-18	2009-03-01	-62.1788734919	-58.90792111060001	54.0	262	1.5434999999999999	-66.6	2.2095
R15	2009-12-07	2009-11-18	-62.1788734919	-58.90792111060001	54.0	19	1.7304	154.35	0.18689999999999998
R15	2009-12-13	2009-12-07	-62.1788734919	-58.90792111060001	54.0	6	1.7799	173.04	0.04950000000000017
R15	2009-12-21	2009-12-13	-62.1788734919	-58.90792111060001	54.0	8	1.7587000000000002	177.99	-0.021200000000000045
R15	2009-12-28	2009-12-21	-62.1788734919	-58.90792111060001	54.0	7	1.5390000000000001	175.87	-0.21969999999999998
R15	2010-01-11	2009-12-28	-62.1788734919	-58.90792111060001	54.0	14	1.4742	153.9	-0.06480000000000018
R15	2010-01-18	2010-01-11	-62.1788734919	-58.90792111060001	54.0	7	1.2558	147.42	-0.2183999999999999
R15	2010-01-25	2010-01-18	-62.1788734919	-58.90792111060001	54.0	7	1.187	125.58	-0.06879999999999996
R15	2010-02-01	2010-01-25	-62.1788734919	-58.90792111060001	54.0	7	1.1227	118.7	-0.06430000000000007
R15	2010-02-15	2010-02-01	-62.1788734919	-58.90792111060001	54.0	14	1.2213	112.27	0.0986
R15	2010-02-22	2010-02-15	-62.1788734919	-58.90792111060001	54.0	7	1.0712000000000002	122.13	-0.1500999999999999
R15	2010-03-01	2010-02-22	-62.1788734919	-58.90792111060001	54.0	7	1.3287	107.12	0.2575
R15	2010-03-08	2010-03-01	-62.1788734919	-58.90792111060001	54.0	7	1.0613	132.87	-0.2674000000000001
R15	2010-03-15	2010-03-08	-62.1788734919	-58.90792111060001	54.0	7	1.0227	106.13	-0.038599999999999995
R15	2010-03-23	2010-03-15	-62.1788734919	-58.90792111060001	54.0	8	0.9847	102.27	-0.03799999999999997
R15	2010-03-29	2010-03-23	-62.1788734919	-58.90792111060001	54.0	6	1.2312	98.47	0.24650000000000005
R15	2010-04-05	2010-03-29	-62.1788734919	-58.90792111060001	54.0	7	1.2649	123.12	0.033699999999999904
R15	2010-04-12	2010-04-05	-62.1788734919	-58.90792111060001	54.0	7	1.1913	126.49	-0.0736
R15	2010-04-20	2010-04-12	-62.1788734919	-58.90792111060001	54.0	8	1.1752	119.13	-0.016099999999999993
R15	2010-04-27	2010-04-20	-62.1788734919	-58.90792111060001	54.0	7	1.15	117.52	-0.02519999999999996
R15	2010-11-09	2010-04-27	-62.1788734919	-58.90792111060001	54.0	196	1.8359999999999999	115.0	0.6859999999999999
R15	2010-11-29	2010-11-09	-62.1788734919	-58.90792111060001	54.0	20	1.7394999999999998	183.6	-0.09650000000000006
