Stake	Date	Date1	Latitude	Longitude	Elevation	Days	SMB	SMB1	SMB_diff
R7	2008-01-05	2007-12-26	-62.16991082770001	-58.87912476899999	214.0	10	0.79	89.76	-0.10760000000000006
R7	2008-01-12	2008-01-05	-62.16991082770001	-58.87912476899999	214.0	7	0.7802899999999999	79.0	-0.009710000000000036
R7	2008-01-19	2008-01-12	-62.16991082770001	-58.87912476899999	214.0	7	0.7539199999999999	78.029	-0.026370000000000005
R7	2008-01-26	2008-01-19	-62.16991082770001	-58.87912476899999	214.0	7	0.64452	75.392	-0.10939999999999998
R7	2008-02-02	2008-01-26	-62.16991082770001	-58.87912476899999	214.0	7	0.56462	64.452	-0.07989999999999994
R7	2008-02-09	2008-02-02	-62.16991082770001	-58.87912476899999	214.0	7	0.52974	56.462	-0.034880000000000064
R7	2008-02-16	2008-02-09	-62.16991082770001	-58.87912476899999	214.0	7	0.43165	52.974	-0.09808999999999997
R7	2008-02-24	2008-02-16	-62.16991082770001	-58.87912476899999	214.0	8	0.40049999999999997	43.165	-0.03115000000000002
R7	2008-03-02	2008-02-24	-62.16991082770001	-58.87912476899999	214.0	7	0.36288	40.05	-0.03762000000000001
R7	2008-03-09	2008-03-02	-62.16991082770001	-58.87912476899999	214.0	7	0.27454	36.288	-0.08833999999999996
R7	2008-03-17	2008-03-09	-62.16991082770001	-58.87912476899999	214.0	8	0.085	27.454	-0.18954000000000001
R7	2008-11-03	2008-03-17	-62.16991082770001	-58.87912476899999	214.0	231	0.9741599999999999	8.5	0.88916
R7	2008-11-13	2008-11-03	-62.16991082770001	-58.87912476899999	214.0	10	0.8869	97.416	-0.08725999999999999
R7	2008-11-21	2008-11-13	-62.16991082770001	-58.87912476899999	214.0	8	0.95408	88.69	0.06718000000000003
R7	2008-11-28	2008-11-21	-62.16991082770001	-58.87912476899999	214.0	7	0.8585200000000001	95.408	-0.09555999999999998
R7	2008-12-05	2008-11-28	-62.16991082770001	-58.87912476899999	214.0	7	0.7757200000000001	85.852	-0.08280000000000001
R7	2008-12-13	2008-12-05	-62.16991082770001	-58.87912476899999	214.0	8	0.7143999999999999	77.572	-0.06132000000000005
R7	2008-12-19	2008-12-13	-62.16991082770001	-58.87912476899999	214.0	6	0.7709999999999999	71.44	0.05659999999999996
R7	2008-12-26	2008-12-19	-62.16991082770001	-58.87912476899999	214.0	7	0.68502	77.1	-0.08597999999999999
R7	2009-01-02	2008-12-26	-62.16991082770001	-58.87912476899999	214.0	7	0.7022400000000001	68.502	0.017220000000000082
R7	2009-01-09	2009-01-02	-62.16991082770001	-58.87912476899999	214.0	7	0.7605	70.224	0.05825999999999994
R7	2009-01-17	2009-01-09	-62.16991082770001	-58.87912476899999	214.0	8	0.43672	76.05	-0.32378
R7	2009-01-24	2009-01-17	-62.16991082770001	-58.87912476899999	214.0	7	0.52152	43.672	0.08480000000000004
R7	2009-01-30	2009-01-24	-62.16991082770001	-58.87912476899999	214.0	6	0.47208	52.152	-0.049440000000000026
R7	2009-02-06	2009-01-30	-62.16991082770001	-58.87912476899999	214.0	7	0.42524999999999996	47.208	-0.04683
R7	2009-02-13	2009-02-06	-62.16991082770001	-58.87912476899999	214.0	7	0.37076	42.525	-0.05448999999999998
R7	2009-02-21	2009-02-13	-62.16991082770001	-58.87912476899999	214.0	8	0.35100000000000003	37.076	-0.01975999999999999
R7	2009-02-28	2009-02-21	-62.16991082770001	-58.87912476899999	214.0	7	0.31065000000000004	35.1	-0.040350000000000004
R7	2009-03-27	2009-02-28	-62.16991082770001	-58.87912476899999	214.0	27	-0.032799999999999996	31.065	-0.34345
R7	2009-11-12	2009-03-27	-62.16991082770001	-58.87912476899999	214.0	230	0.9914000000000001	-3.28	1.0242
R7	2009-12-13	2009-11-12	-62.16991082770001	-58.87912476899999	214.0	31	1.1934	99.14	0.20200000000000004
R7	2009-12-21	2009-12-13	-62.16991082770001	-58.87912476899999	214.0	8	1.166	119.34	-0.02740000000000009
R7	2009-12-28	2009-12-21	-62.16991082770001	-58.87912476899999	214.0	7	1.0251000000000001	116.6	-0.1408999999999999
R7	2010-01-11	2009-12-28	-62.16991082770001	-58.87912476899999	214.0	14	0.996	102.51	-0.02910000000000011
R7	2010-01-18	2010-01-11	-62.16991082770001	-58.87912476899999	214.0	7	1.0133	99.6	0.01730000000000004
R7	2010-01-25	2010-01-18	-62.16991082770001	-58.87912476899999	214.0	7	0.9009	101.33	-0.11239999999999994
R7	2010-02-01	2010-01-25	-62.16991082770001	-58.87912476899999	214.0	7	0.8651000000000001	90.09	-0.035799999999999985
R7	2010-02-15	2010-02-01	-62.16991082770001	-58.87912476899999	214.0	14	0.8755	86.51	0.01039999999999992
R7	2010-02-22	2010-02-15	-62.16991082770001	-58.87912476899999	214.0	7	0.8137000000000001	87.55	-0.061799999999999924
R7	2010-03-01	2010-02-22	-62.16991082770001	-58.87912476899999	214.0	7	0.8469	81.37	0.03319999999999993
R7	2010-03-08	2010-03-01	-62.16991082770001	-58.87912476899999	214.0	7	0.7615999999999999	84.69	-0.08530000000000001
R7	2010-03-15	2010-03-08	-62.16991082770001	-58.87912476899999	214.0	7	0.7725	76.16	0.010900000000000035
R7	2010-03-23	2010-03-15	-62.16991082770001	-58.87912476899999	214.0	8	0.6106	77.25	-0.1619
R7	2010-03-29	2010-03-23	-62.16991082770001	-58.87912476899999	214.0	6	0.8151	61.06	0.20450000000000002
R7	2010-04-05	2010-03-29	-62.16991082770001	-58.87912476899999	214.0	7	0.8379000000000001	81.51	0.02280000000000001
R7	2010-04-12	2010-04-05	-62.16991082770001	-58.87912476899999	214.0	7	0.7979999999999999	83.79	-0.03990000000000009
R7	2010-04-14	2010-04-12	-62.16991082770001	-58.87912476899999	214.0	2	0.7979999999999999	79.8	-0.0
R7	2010-04-20	2010-04-14	-62.16991082770001	-58.87912476899999	214.0	6	0.7794	79.8	-0.018599999999999995
R7	2010-04-27	2010-04-20	-62.16991082770001	-58.87912476899999	214.0	7	0.705	77.94	-0.07439999999999998
R7	2010-05-13	2010-04-27	-62.16991082770001	-58.87912476899999	214.0	16	0.78	70.5	0.075
R7	2010-11-09	2010-05-13	-62.16991082770001	-58.87912476899999	214.0	180	1.6027	78.0	0.8227000000000001
R7	2010-11-29	2010-11-09	-62.16991082770001	-58.87912476899999	214.0	20	1.568	160.27	-0.03469999999999999
R7	2010-12-11	2010-11-29	-62.16991082770001	-58.87912476899999	214.0	12	1.6091	156.8	0.04109999999999985
R7	2010-12-21	2010-12-11	-62.16991082770001	-58.87912476899999	214.0	10	1.6543999999999999	160.91	0.045300000000000014
R7	2010-12-30	2010-12-21	-62.16991082770001	-58.87912476899999	214.0	9	1.705	165.44	0.05060000000000002
R7	2011-01-07	2010-12-30	-62.16991082770001	-58.87912476899999	214.0	8	1.5618	170.5	-0.14319999999999994
R7	2011-01-15	2011-01-07	-62.16991082770001	-58.87912476899999	214.0	8	1.51152	156.18	-0.0502800000000002
R7	2011-01-23	2011-01-15	-62.16991082770001	-58.87912476899999	214.0	8	1.5206600000000001	151.152	0.009140000000000157
R7	2011-01-31	2011-01-23	-62.16991082770001	-58.87912476899999	214.0	8	1.61868	152.066	0.09801999999999993
R7	2011-02-07	2011-01-31	-62.16991082770001	-58.87912476899999	214.0	7	1.4990999999999999	161.868	-0.11957999999999998
R7	2011-02-15	2011-02-07	-62.16991082770001	-58.87912476899999	214.0	8	1.4036000000000002	149.91	-0.09549999999999984
R7	2011-02-25	2011-02-15	-62.16991082770001	-58.87912476899999	214.0	10	1.276	140.36	-0.12760000000000019
R7	2011-03-14	2011-02-25	-62.16991082770001	-58.87912476899999	214.0	17	1.1272799999999998	127.6	-0.14872
R7	2011-03-22	2011-03-14	-62.16991082770001	-58.87912476899999	214.0	8	1.014	112.728	-0.11327999999999988
R7	2011-04-06	2011-03-22	-62.16991082770001	-58.87912476899999	214.0	15	0.925	101.4	-0.08900000000000005
R7	2011-04-24	2011-04-06	-62.16991082770001	-58.87912476899999	214.0	18	1.122	92.5	0.19700000000000004
R7	2011-05-10	2011-04-24	-62.16991082770001	-58.87912476899999	214.0	16	1.206	112.2	0.08399999999999991
R7	2011-05-24	2011-05-10	-62.16991082770001	-58.87912476899999	214.0	14	1.1046	120.6	-0.1014
R7	2011-06-07	2011-05-24	-62.16991082770001	-58.87912476899999	214.0	14	1.004	110.46	-0.10059999999999988
R7	2011-06-20	2011-06-07	-62.16991082770001	-58.87912476899999	214.0	13	0.9181	100.4	-0.08590000000000003
R7	2011-07-05	2011-06-20	-62.16991082770001	-58.87912476899999	214.0	15	1.0387	91.81	0.12060000000000003
R7	2011-07-19	2011-07-05	-62.16991082770001	-58.87912476899999	214.0	14	1.0008	103.87	-0.037900000000000066
R7	2011-08-07	2011-07-19	-62.16991082770001	-58.87912476899999	214.0	19	1.0727200000000001	100.08	0.07192000000000007
R7	2011-08-22	2011-08-07	-62.16991082770001	-58.87912476899999	214.0	15	1.10124	107.272	0.028519999999999896
R7	2011-09-06	2011-08-22	-62.16991082770001	-58.87912476899999	214.0	15	1.1913	110.124	0.09006
R7	2011-09-22	2011-09-06	-62.16991082770001	-58.87912476899999	214.0	16	1.0580800000000001	119.13	-0.1332199999999999
R7	2011-10-06	2011-09-22	-62.16991082770001	-58.87912476899999	214.0	14	1.2832499999999998	105.808	0.22516999999999981
R7	2011-10-20	2011-10-06	-62.16991082770001	-58.87912476899999	214.0	14	1.36806	128.325	0.08481000000000023
R7	2011-11-17	2011-10-20	-62.16991082770001	-58.87912476899999	214.0	28	1.5972	136.806	0.22913999999999987
R7	2011-12-04	2011-11-17	-62.16991082770001	-58.87912476899999	214.0	17	1.68846	159.72	0.09126000000000005
R7	2011-12-19	2011-12-04	-62.16991082770001	-58.87912476899999	214.0	15	1.6314199999999999	168.846	-0.05704000000000008
R7	2012-01-07	2011-12-19	-62.16991082770001	-58.87912476899999	214.0	19	1.3912	163.142	-0.2402199999999999
R7	2012-01-20	2012-01-07	-62.16991082770001	-58.87912476899999	214.0	13	1.34589	139.12	-0.04531000000000006
R7	2012-02-04	2012-01-20	-62.16991082770001	-58.87912476899999	214.0	15	1.25696	134.589	-0.08893000000000001
R7	2012-02-19	2012-02-04	-62.16991082770001	-58.87912476899999	214.0	15	1.3080600000000002	125.696	0.05110000000000014
R7	2012-03-04	2012-02-19	-62.16991082770001	-58.87912476899999	214.0	14	1.42829	130.806	0.12022999999999996
R7	2012-03-17	2012-03-04	-62.16991082770001	-58.87912476899999	214.0	13	1.20312	142.829	-0.2251700000000001
R7	2012-03-30	2012-03-17	-62.16991082770001	-58.87912476899999	214.0	13	1.3366	120.312	0.13348
R8	2007-11-08	2007-11-08	-62.168517116000004	-58.8752934687	219.0	0	0.7	0.0	0.7
R8	2007-12-09	2007-11-08	-62.168517116000004	-58.8752934687	219.0	31	0.9243000000000001	70.0	0.22430000000000005
R8	2007-12-18	2007-12-09	-62.168517116000004	-58.8752934687	219.0	9	0.9393	92.43	0.015
R8	2007-12-26	2007-12-18	-62.168517116000004	-58.8752934687	219.0	8	0.9504	93.93	0.011099999999999994
R8	2008-01-05	2007-12-26	-62.168517116000004	-58.8752934687	219.0	10	0.805	95.04	-0.14540000000000006
R8	2008-01-12	2008-01-05	-62.168517116000004	-58.8752934687	219.0	7	0.78526	80.5	-0.01974000000000004
R8	2008-01-19	2008-01-12	-62.168517116000004	-58.8752934687	219.0	7	0.7539199999999999	78.526	-0.03134000000000001
R8	2008-01-26	2008-01-19	-62.168517116000004	-58.8752934687	219.0	7	0.68644	75.392	-0.0674799999999999
R8	2008-02-02	2008-01-26	-62.168517116000004	-58.8752934687	219.0	7	0.6215999999999999	68.644	-0.06484000000000009
R8	2008-02-09	2008-02-02	-62.168517116000004	-58.8752934687	219.0	7	0.5783400000000001	62.16	-0.04325999999999994
R8	2008-02-16	2008-02-09	-62.168517116000004	-58.8752934687	219.0	7	0.47045000000000003	57.834	-0.10789000000000001
R8	2008-02-24	2008-02-16	-62.168517116000004	-58.8752934687	219.0	8	0.43254	47.045	-0.03791000000000004
R8	2008-03-02	2008-02-24	-62.168517116000004	-58.8752934687	219.0	7	0.37422	43.254	-0.05832000000000001
R8	2008-03-09	2008-03-02	-62.168517116000004	-58.8752934687	219.0	7	0.29008	37.422	-0.08413999999999998
R8	2008-11-03	2008-03-09	-62.168517116000004	-58.8752934687	219.0	239	0.90036	29.008	0.61028
R8	2008-11-28	2008-11-03	-62.168517116000004	-58.8752934687	219.0	25	0.8636	90.036	-0.03676000000000002
R8	2008-12-05	2008-11-28	-62.168517116000004	-58.8752934687	219.0	7	0.76626	86.36	-0.09733999999999994
R8	2008-12-13	2008-12-05	-62.168517116000004	-58.8752934687	219.0	8	0.7802	76.626	0.013939999999999913
R8	2008-12-19	2008-12-13	-62.168517116000004	-58.8752934687	219.0	6	0.7709999999999999	78.02	-0.009200000000000017
R8	2008-12-26	2008-12-19	-62.168517116000004	-58.8752934687	219.0	7	0.6896800000000001	77.1	-0.0813199999999999
R8	2009-01-02	2008-12-26	-62.168517116000004	-58.8752934687	219.0	7	0.66066	68.968	-0.02902000000000001
R8	2009-01-09	2009-01-02	-62.168517116000004	-58.8752934687	219.0	7	0.73125	66.066	0.07058999999999997
R8	2009-01-17	2009-01-09	-62.168517116000004	-58.8752934687	219.0	8	0.42024	73.125	-0.31101
R8	2009-01-24	2009-01-17	-62.168517116000004	-58.8752934687	219.0	7	0.51168	42.024	0.09143999999999998
R8	2009-01-30	2009-01-24	-62.168517116000004	-58.8752934687	219.0	6	0.44398000000000004	51.168	-0.06769999999999995
R8	2009-02-06	2009-01-30	-62.168517116000004	-58.8752934687	219.0	7	0.39375	44.398	-0.05023000000000003
R8	2009-02-13	2009-02-06	-62.168517116000004	-58.8752934687	219.0	7	0.3887	39.375	-0.005050000000000026
R8	2009-02-21	2009-02-13	-62.168517116000004	-58.8752934687	219.0	8	0.3456	38.87	-0.04309999999999995
R8	2009-02-28	2009-02-21	-62.168517116000004	-58.8752934687	219.0	7	0.2834	34.56	-0.062200000000000026
R8	2009-03-27	2009-02-28	-62.168517116000004	-58.8752934687	219.0	27	0.11	28.34	-0.1734
R8	2009-11-12	2009-03-27	-62.168517116000004	-58.8752934687	219.0	230	0.941	11.0	0.831
R8	2009-11-23	2009-11-12	-62.168517116000004	-58.8752934687	219.0	11	0.9434999999999999	94.1	0.0025
R8	2009-12-13	2009-11-23	-62.168517116000004	-58.8752934687	219.0	20	1.0506	94.35	0.10710000000000008
R8	2009-12-21	2009-12-13	-62.168517116000004	-58.8752934687	219.0	8	1.0065	105.06	-0.044099999999999966
R8	2009-12-28	2009-12-21	-62.168517116000004	-58.8752934687	219.0	7	0.9414	100.65	-0.06510000000000005
R8	2010-01-11	2009-12-28	-62.168517116000004	-58.8752934687	219.0	14	0.9591	94.14	0.01769999999999996
R8	2010-01-18	2010-01-11	-62.168517116000004	-58.8752934687	219.0	7	0.945	95.91	-0.014099999999999967
R8	2010-01-25	2010-01-18	-62.168517116000004	-58.8752934687	219.0	7	0.7787999999999999	94.5	-0.16620000000000004
R8	2010-02-01	2010-01-25	-62.168517116000004	-58.8752934687	219.0	7	0.7903	77.88	0.011500000000000057
R8	2010-02-15	2010-02-01	-62.168517116000004	-58.8752934687	219.0	14	0.7635	79.03	-0.026800000000000067
R8	2010-02-22	2010-02-15	-62.168517116000004	-58.8752934687	219.0	7	0.7365	76.35	-0.026999999999999885
R8	2010-03-01	2010-02-22	-62.168517116000004	-58.8752934687	219.0	7	0.7943000000000001	73.65	0.05780000000000001
R8	2010-03-08	2010-03-01	-62.168517116000004	-58.8752934687	219.0	7	0.6909000000000001	79.43	-0.10340000000000003
R8	2010-03-15	2010-03-08	-62.168517116000004	-58.8752934687	219.0	7	0.6854	69.09	-0.005499999999999972
R8	2010-03-23	2010-03-15	-62.168517116000004	-58.8752934687	219.0	8	0.5589999999999999	68.54	-0.12640000000000007
R8	2010-03-29	2010-03-23	-62.168517116000004	-58.8752934687	219.0	6	0.7524	55.9	0.19339999999999996
R8	2010-04-05	2010-03-29	-62.168517116000004	-58.8752934687	219.0	7	0.8208	75.24	0.06840000000000003
R8	2010-04-12	2010-04-05	-62.168517116000004	-58.8752934687	219.0	7	0.7809	82.08	-0.03989999999999995
R8	2010-04-14	2010-04-12	-62.168517116000004	-58.8752934687	219.0	2	0.7809	78.09	-0.0
R8	2010-04-20	2010-04-14	-62.168517116000004	-58.8752934687	219.0	6	0.7848	78.09	0.003900000000000006
R8	2010-04-27	2010-04-20	-62.168517116000004	-58.8752934687	219.0	7	0.775	78.48	-0.00980000000000004
R8	2010-05-13	2010-04-27	-62.168517116000004	-58.8752934687	219.0	16	0.76	77.5	-0.015
R8	2010-05-20	2010-05-13	-62.168517116000004	-58.8752934687	219.0	7	0.765	76.0	0.005
R8	2010-11-09	2010-05-20	-62.168517116000004	-58.8752934687	219.0	173	1.43726	76.5	0.67226
R8	2010-11-29	2010-11-09	-62.168517116000004	-58.8752934687	219.0	20	1.3965	143.726	-0.040759999999999935
R8	2010-12-11	2010-11-29	-62.168517116000004	-58.8752934687	219.0	12	1.43704	139.65	0.04054000000000002
R8	2010-12-21	2010-12-11	-62.168517116000004	-58.8752934687	219.0	10	1.47345	143.704	0.036409999999999915
R8	2010-12-30	2010-12-21	-62.168517116000004	-58.8752934687	219.0	9	1.5093	147.345	0.035850000000000076
R8	2011-01-07	2010-12-30	-62.168517116000004	-58.8752934687	219.0	8	1.37548	150.93	-0.13382000000000005
R8	2011-01-15	2011-01-07	-62.168517116000004	-58.8752934687	219.0	8	1.2810400000000002	137.548	-0.09443999999999989
R8	2011-01-23	2011-01-15	-62.168517116000004	-58.8752934687	219.0	8	1.3128	128.104	0.03175999999999988
R8	2011-01-31	2011-01-23	-62.168517116000004	-58.8752934687	219.0	8	1.2972	131.28	-0.015600000000000024
R8	2011-02-07	2011-01-31	-62.168517116000004	-58.8752934687	219.0	7	1.2996	129.72	0.002400000000000091
R8	2011-02-15	2011-02-07	-62.168517116000004	-58.8752934687	219.0	8	1.2122	129.96	-0.08740000000000009
R8	2011-02-25	2011-02-15	-62.168517116000004	-58.8752934687	219.0	10	1.073	121.22	-0.13920000000000002
R8	2011-03-14	2011-02-25	-62.168517116000004	-58.8752934687	219.0	17	0.9979	107.3	-0.0750999999999999
R8	2011-03-22	2011-03-14	-62.168517116000004	-58.8752934687	219.0	8	0.9359999999999999	99.79	-0.06190000000000012
R8	2011-04-06	2011-03-22	-62.168517116000004	-58.8752934687	219.0	15	0.865	93.6	-0.07099999999999994
R8	2011-04-24	2011-04-06	-62.168517116000004	-58.8752934687	219.0	18	0.996	86.5	0.13099999999999995
R8	2011-05-10	2011-04-24	-62.168517116000004	-58.8752934687	219.0	16	1.122	99.6	0.12600000000000008
R8	2011-05-24	2011-05-10	-62.168517116000004	-58.8752934687	219.0	14	1.0099200000000002	112.2	-0.11207999999999999
R8	2011-06-07	2011-05-24	-62.168517116000004	-58.8752934687	219.0	14	0.9940000000000001	100.992	-0.015919999999999986
R8	2011-06-20	2011-06-07	-62.168517116000004	-58.8752934687	219.0	13	0.8795999999999999	99.4	-0.11440000000000011
R8	2011-07-05	2011-06-20	-62.168517116000004	-58.8752934687	219.0	15	0.9503	87.96	0.07070000000000007
R8	2011-07-19	2011-07-05	-62.168517116000004	-58.8752934687	219.0	14	0.884	95.03	-0.06629999999999996
R8	2011-08-07	2011-07-19	-62.168517116000004	-58.8752934687	219.0	19	0.9964	88.4	0.11239999999999994
R8	2011-08-22	2011-08-07	-62.168517116000004	-58.8752934687	219.0	15	1.0619100000000001	99.64	0.06551000000000001
R8	2011-09-06	2011-08-22	-62.168517116000004	-58.8752934687	219.0	15	1.07426	106.191	0.012349999999999995
R8	2011-09-22	2011-09-06	-62.168517116000004	-58.8752934687	219.0	16	1.04641	107.426	-0.027849999999999965
R8	2011-10-06	2011-09-22	-62.168517116000004	-58.8752934687	219.0	14	1.10925	104.641	0.06283999999999992
R8	2011-10-20	2011-10-06	-62.168517116000004	-58.8752934687	219.0	14	1.2231	110.925	0.11385000000000005
R8	2011-11-17	2011-10-20	-62.168517116000004	-58.8752934687	219.0	28	1.5246000000000002	122.31	0.30150000000000005
R8	2011-12-04	2011-11-17	-62.168517116000004	-58.8752934687	219.0	17	1.6095599999999999	152.46	0.08495999999999981
R8	2011-12-19	2011-12-04	-62.168517116000004	-58.8752934687	219.0	15	1.4634	160.956	-0.14615999999999985
R8	2012-01-07	2011-12-19	-62.168517116000004	-58.8752934687	219.0	19	1.2455	146.34	-0.21790000000000007
R8	2012-01-20	2012-01-07	-62.168517116000004	-58.8752934687	219.0	13	1.19306	124.55	-0.05244
R8	2012-02-04	2012-01-20	-62.168517116000004	-58.8752934687	219.0	15	1.12439	119.306	-0.06867000000000005
R8	2012-02-19	2012-02-04	-62.168517116000004	-58.8752934687	219.0	15	1.08498	112.439	-0.03940999999999988
R8	2012-03-04	2012-02-19	-62.168517116000004	-58.8752934687	219.0	14	1.17083	108.498	0.08584999999999994
R8	2012-03-17	2012-03-04	-62.168517116000004	-58.8752934687	219.0	13	0.9859	117.083	-0.18492999999999996
R8	2012-03-30	2012-03-17	-62.168517116000004	-58.8752934687	219.0	13	1.13448	98.59	0.1485799999999999
R9	2007-11-08	2007-11-08	-62.166770927600005	-58.878257831599996	237.0	0	0.56	0.0	0.56
R9	2007-12-09	2007-11-08	-62.166770927600005	-58.878257831599996	237.0	31	0.69204	56.0	0.13203999999999994
R9	2007-12-18	2007-12-09	-62.166770927600005	-58.878257831599996	237.0	9	0.73225	69.204	0.04021000000000001
R9	2007-12-26	2007-12-18	-62.166770927600005	-58.878257831599996	237.0	8	0.7392	73.225	0.006950000000000074
R9	2008-01-05	2007-12-26	-62.166770927600005	-58.878257831599996	237.0	10	0.66	73.92	-0.07920000000000002
R9	2008-01-12	2008-01-05	-62.166770927600005	-58.878257831599996	237.0	7	0.59143	66.0	-0.06856999999999999
R9	2008-01-19	2008-01-12	-62.166770927600005	-58.878257831599996	237.0	7	0.5654399999999999	59.143	-0.025990000000000037
R9	2008-01-26	2008-01-19	-62.166770927600005	-58.878257831599996	237.0	7	0.5082800000000001	56.544	-0.05715999999999994
R9	2008-01-29	2008-01-26	-62.166770927600005	-58.878257831599996	237.0	3	0.43792000000000003	50.828	-0.07036000000000002
R9	2008-02-02	2008-01-29	-62.166770927600005	-58.878257831599996	237.0	4	0.47137999999999997	43.792	0.03345999999999996
R9	2008-02-09	2008-02-02	-62.166770927600005	-58.878257831599996	237.0	7	0.25758	47.138	-0.2138
R9	2008-02-16	2008-02-09	-62.166770927600005	-58.878257831599996	237.0	7	0.3492	25.758	0.09162000000000002
R9	2008-02-24	2008-02-16	-62.166770927600005	-58.878257831599996	237.0	8	0.2937	34.92	-0.05550000000000001
R9	2008-03-02	2008-02-24	-62.166770927600005	-58.878257831599996	237.0	7	0.23814	29.37	-0.05556000000000001
R9	2008-03-09	2008-03-02	-62.166770927600005	-58.878257831599996	237.0	7	0.18648	23.814	-0.051660000000000005
R9	2008-03-17	2008-03-09	-62.166770927600005	-58.878257831599996	237.0	8	0.1	18.648	-0.08648
R9	2008-11-03	2008-03-17	-62.166770927600005	-58.878257831599996	237.0	231	0.78228	10.0	0.68228
R9	2008-11-13	2008-11-03	-62.166770927600005	-58.878257831599996	237.0	10	0.7252	78.228	-0.057079999999999985
R9	2008-11-21	2008-11-13	-62.166770927600005	-58.878257831599996	237.0	8	0.88976	72.52	0.16456000000000004
R9	2008-11-28	2008-11-21	-62.166770927600005	-58.878257831599996	237.0	7	0.77724	88.976	-0.11251999999999995
R9	2008-12-05	2008-11-28	-62.166770927600005	-58.878257831599996	237.0	7	0.72842	77.724	-0.04882000000000005
R9	2008-12-13	2008-12-05	-62.166770927600005	-58.878257831599996	237.0	8	0.6815000000000001	72.842	-0.046919999999999934
R9	2008-12-19	2008-12-13	-62.166770927600005	-58.878257831599996	237.0	6	0.6836199999999999	68.15	0.002119999999999891
R9	2008-12-26	2008-12-19	-62.166770927600005	-58.878257831599996	237.0	7	0.61046	68.362	-0.07315999999999995
R9	2009-01-02	2008-12-26	-62.166770927600005	-58.878257831599996	237.0	7	0.58674	61.046	-0.023719999999999998
R9	2009-01-09	2009-01-02	-62.166770927600005	-58.878257831599996	237.0	7	0.63765	58.674	0.05091000000000001
R9	2009-01-17	2009-01-09	-62.166770927600005	-58.878257831599996	237.0	8	0.3502	63.765	-0.28745
R9	2009-01-24	2009-01-17	-62.166770927600005	-58.878257831599996	237.0	7	0.40836	35.02	0.058159999999999955
R9	2009-01-30	2009-01-24	-62.166770927600005	-58.878257831599996	237.0	6	0.38216	40.836	-0.026199999999999973
R9	2009-02-06	2009-01-30	-62.166770927600005	-58.878257831599996	237.0	7	0.35700000000000004	38.216	-0.02515999999999998
R9	2009-02-13	2009-02-06	-62.166770927600005	-58.878257831599996	237.0	7	0.31694	35.7	-0.04006000000000004
R9	2009-02-21	2009-02-13	-62.166770927600005	-58.878257831599996	237.0	8	0.27	31.694	-0.04693999999999999
R9	2009-02-28	2009-02-21	-62.166770927600005	-58.878257831599996	237.0	7	0.25615	27.0	-0.013850000000000015
R9	2009-03-27	2009-02-28	-62.166770927600005	-58.878257831599996	237.0	27	0.1045	25.615	-0.15164999999999998
R9	2009-11-12	2009-03-27	-62.166770927600005	-58.878257831599996	237.0	230	0.7482	10.45	0.6436999999999999
R9	2009-12-21	2009-11-12	-62.166770927600005	-58.878257831599996	237.0	39	0.847	74.82	0.0988000000000001
R9	2009-12-28	2009-12-21	-62.166770927600005	-58.878257831599996	237.0	7	0.7897	84.7	-0.05730000000000004
R9	2010-01-11	2009-12-28	-62.166770927600005	-58.878257831599996	237.0	14	0.7378	78.97	-0.051899999999999974
R9	2010-01-18	2010-01-11	-62.166770927600005	-58.878257831599996	237.0	7	0.6615000000000001	73.78	-0.07629999999999995
R9	2010-01-25	2010-01-18	-62.166770927600005	-58.878257831599996	237.0	7	0.5803	66.15	-0.08120000000000005
R9	2010-02-01	2010-01-25	-62.166770927600005	-58.878257831599996	237.0	7	0.55	58.03	-0.03030000000000001
R9	2010-02-15	2010-02-01	-62.166770927600005	-58.878257831599996	237.0	14	0.565	55.0	0.015
R9	2010-02-22	2010-02-15	-62.166770927600005	-58.878257831599996	237.0	7	0.5665	56.5	0.0014999999999999857
R9	2010-03-01	2010-02-22	-62.166770927600005	-58.878257831599996	237.0	7	0.6575	56.65	0.09100000000000001
R9	2010-03-08	2010-03-01	-62.166770927600005	-58.878257831599996	237.0	7	0.5222	65.75	-0.1353
R9	2010-03-15	2010-03-08	-62.166770927600005	-58.878257831599996	237.0	7	0.5277000000000001	52.22	0.005500000000000043
R9	2010-03-23	2010-03-15	-62.166770927600005	-58.878257831599996	237.0	8	0.4128	52.77	-0.11490000000000002
R9	2010-03-29	2010-03-23	-62.166770927600005	-58.878257831599996	237.0	6	0.5814	41.28	0.1686
R9	2010-04-05	2010-03-29	-62.166770927600005	-58.878257831599996	237.0	7	0.5985	58.14	0.017100000000000008
R9	2010-04-12	2010-04-05	-62.166770927600005	-58.878257831599996	237.0	7	0.5643	59.85	-0.034200000000000015
R9	2010-04-14	2010-04-12	-62.166770927600005	-58.878257831599996	237.0	2	0.5643	56.43	-0.0
R9	2010-04-20	2010-04-14	-62.166770927600005	-58.878257831599996	237.0	6	0.545	56.43	-0.019299999999999998
R9	2010-04-27	2010-04-20	-62.166770927600005	-58.878257831599996	237.0	7	0.55	54.5	0.005
R9	2010-05-13	2010-04-27	-62.166770927600005	-58.878257831599996	237.0	16	0.55	55.0	-0.0
R9	2010-11-09	2010-05-13	-62.166770927600005	-58.878257831599996	237.0	180	1.2925	55.0	0.7425
